Model,Cited Reference Count,"Times Cited, All Databases",Publication Year
ResNet,4,2,2019
ResNet,23,4,2019
ResNet,23,11,2019
ResNet,35,0,2019
ResNet,12,1,2019
ResNet,24,0,2019
ResNet,29,7,2019
ResNet,22,14,2019
ResNet,23,1,2019
ResNet,14,3,2019
ResNet,13,1,2019
ResNet,13,0,2019
ResNet,10,0,2019
ResNet,27,12,2019
ResNet,18,13,2019
ResNet,60,2,2019
ResNet,30,6,2019
ResNet,41,3,2019
ResNet,42,7,2019
ResNet,40,24,2019
ResNet,38,3,2019
ResNet,15,16,2019
ResNet,39,5,2019
ResNet,32,4,2019
ResNet,23,1,2019
ResNet,17,7,2019
ResNet,37,3,2019
ResNet,27,30,2019
ResNet,11,15,2019
ResNet,16,5,2019
ResNet,21,55,2019
ResNet,31,7,2019
ResNet,16,12,2019
ResNet,11,1,2019
ResNet,19,0,2019
ResNet,18,4,2019
ResNet,6,6,2019
ResNet,10,1,2019
ResNet,36,5,2019
ResNet,11,1,2019
ResNet,26,0,2019
ResNet,18,3,2019
ResNet,28,1,2019
ResNet,19,2,2019
ResNet,24,0,2019
ResNet,39,132,2019
ResNet,9,2,2019
ResNet,20,0,2019
ResNet,19,3,2019
ResNet,21,0,2019
ResNet,16,3,2019
ResNet,14,28,2019
ResNet,13,4,2019
ResNet,25,5,2019
ResNet,14,1,2019
ResNet,22,8,2019
ResNet,22,6,2019
ResNet,43,0,2019
ResNet,20,0,2019
ResNet,16,3,2019
ResNet,25,5,2019
ResNet,32,8,2019
ResNet,15,0,2019
ResNet,48,2,2019
ResNet,44,4,2019
ResNet,34,14,2019
ResNet,43,1,2019
ResNet,46,5,2019
ResNet,39,3,2019
ResNet,50,17,2019
ResNet,26,5,2019
ResNet,5,2,2019
ResNet,11,3,2019
ResNet,31,4,2019
ResNet,13,2,2019
ResNet,20,4,2019
ResNet,10,0,2019
ResNet,14,4,2019
ResNet,14,4,2019
ResNet,27,14,2019
ResNet,13,0,2019
ResNet,24,0,2019
ResNet,38,5,2019
ResNet,23,3,2019
ResNet,23,16,2019
ResNet,33,6,2019
ResNet,26,9,2019
ResNet,13,0,2019
ResNet,27,1,2019
ResNet,11,1,2019
ResNet,12,19,2019
ResNet,19,1,2019
ResNet,23,15,2019
ResNet,28,1,2019
ResNet,23,5,2019
ResNet,18,3,2019
ResNet,17,2,2019
ResNet,20,1,2019
ResNet,12,2,2019
ResNet,25,4,2019
ResNet,31,0,2019
ResNet,20,7,2019
ResNet,16,1,2019
ResNet,24,0,2019
ResNet,33,0,2019
ResNet,5,4,2019
ResNet,42,28,2019
ResNet,50,8,2019
ResNet,41,27,2019
ResNet,37,26,2019
ResNet,32,85,2019
ResNet,4,0,2019
ResNet,40,20,2019
ResNet,24,15,2019
ResNet,39,27,2019
ResNet,30,7,2019
ResNet,45,2,2019
ResNet,25,5,2019
ResNet,28,0,2019
ResNet,15,12,2019
ResNet,26,21,2019
ResNet,17,4,2019
ResNet,23,67,2019
ResNet,8,5,2019
ResNet,19,1,2019
ResNet,32,1,2019
ResNet,19,4,2019
ResNet,18,4,2019
ResNet,23,0,2019
ResNet,24,134,2019
ResNet,27,11,2019
ResNet,25,37,2019
ResNet,20,3,2019
ResNet,11,0,2019
ResNet,32,0,2019
ResNet,31,4,2019
ResNet,44,4,2019
ResNet,19,4,2019
ResNet,27,1,2019
ResNet,19,0,2019
ResNet,29,17,2019
ResNet,29,6,2019
ResNet,20,1,2019
ResNet,22,8,2019
ResNet,44,11,2019
ResNet,18,0,2019
ResNet,20,1,2019
ResNet,11,0,2019
ResNet,17,3,2019
ResNet,16,11,2019
ResNet,27,12,2019
ResNet,36,4,2019
ResNet,21,5,2019
ResNet,23,3,2019
ResNet,23,66,2019
ResNet,30,19,2019
ResNet,32,1,2019
ResNet,43,9,2019
ResNet,35,12,2019
ResNet,39,5,2019
ResNet,28,19,2019
ResNet,41,36,2019
ResNet,18,1,2019
ResNet,27,8,2019
ResNet,45,44,2019
ResNet,17,2,2019
ResNet,14,8,2019
ResNet,18,0,2019
ResNet,27,0,2019
ResNet,15,6,2019
ResNet,18,11,2019
ResNet,10,1,2019
ResNet,13,2,2019
ResNet,7,4,2019
ResNet,46,10,2019
ResNet,26,0,2019
ResNet,27,11,2019
ResNet,18,4,2019
ResNet,26,2,2019
ResNet,35,2,2019
ResNet,35,8,2019
ResNet,18,2,2019
ResNet,18,1,2019
ResNet,27,51,2019
ResNet,22,0,2019
ResNet,37,35,2019
ResNet,33,7,2019
ResNet,20,5,2019
ResNet,5,9,2019
ResNet,42,22,2019
ResNet,15,5,2019
ResNet,29,4,2019
ResNet,17,9,2019
ResNet,33,17,2019
ResNet,33,0,2019
ResNet,8,16,2019
ResNet,33,11,2019
ResNet,41,12,2019
ResNet,29,1,2019
ResNet,22,20,2019
ResNet,16,18,2019
ResNet,5,0,2019
ResNet,36,0,2019
ResNet,45,14,2019
ResNet,27,1,2019
ResNet,35,2,2019
ResNet,47,18,2019
ResNet,27,13,2019
ResNet,27,12,2019
ResNet,51,13,2019
ResNet,34,7,2019
ResNet,30,22,2019
ResNet,29,23,2019
ResNet,38,32,2019
ResNet,54,51,2019
ResNet,51,8,2019
ResNet,30,39,2019
ResNet,33,44,2019
ResNet,19,2,2019
ResNet,22,3,2019
ResNet,46,17,2019
ResNet,38,2,2019
ResNet,38,2,2019
ResNet,43,15,2019
ResNet,32,12,2019
ResNet,50,38,2019
ResNet,24,21,2019
ResNet,51,61,2019
ResNet,41,22,2019
ResNet,70,15,2019
ResNet,29,5,2019
ResNet,28,1,2019
ResNet,41,9,2019
ResNet,36,9,2019
ResNet,33,1,2019
ResNet,18,20,2019
ResNet,22,3,2019
ResNet,36,4,2019
ResNet,19,22,2019
ResNet,25,0,2019
ResNet,12,9,2019
ResNet,29,2,2019
ResNet,21,1,2019
ResNet,23,0,2019
ResNet,20,0,2019
ResNet,15,28,2019
ResNet,13,5,2019
ResNet,19,14,2019
ResNet,15,0,2019
ResNet,27,0,2019
ResNet,9,4,2019
ResNet,14,7,2019
ResNet,7,3,2019
ResNet,21,1,2019
ResNet,22,2,2019
ResNet,11,3,2019
ResNet,15,1,2019
ResNet,30,4,2019
ResNet,30,4,2019
ResNet,8,9,2019
ResNet,26,6,2019
ResNet,37,0,2019
ResNet,26,0,2019
ResNet,11,2,2019
ResNet,23,0,2019
ResNet,20,0,2019
ResNet,18,12,2019
ResNet,22,51,2019
ResNet,24,29,2019
ResNet,40,24,2019
ResNet,18,0,2019
ResNet,48,0,2019
ResNet,43,421,2019
ResNet,56,12,2019
ResNet,33,0,2019
ResNet,32,3,2019
ResNet,26,38,2019
ResNet,28,4,2019
ResNet,29,5,2019
ResNet,32,2,2019
ResNet,30,0,2019
ResNet,50,205,2019
ResNet,29,5,2019
ResNet,21,5,2019
ResNet,31,1,2019
ResNet,32,3,2019
ResNet,7,1,2019
ResNet,12,0,2019
ResNet,59,17,2019
ResNet,42,5,2019
ResNet,23,4,2019
ResNet,14,3,2019
ResNet,17,2,2019
ResNet,27,15,2019
ResNet,38,13,2019
ResNet,22,0,2019
ResNet,17,2,2019
ResNet,5,0,2019
ResNet,22,2,2019
ResNet,13,18,2019
ResNet,18,36,2019
ResNet,74,0,2019
ResNet,61,0,2019
ResNet,32,0,2019
ResNet,46,0,2019
ResNet,37,0,2019
ResNet,53,3,2019
ResNet,33,6,2019
ResNet,39,8,2019
ResNet,11,0,2019
ResNet,34,0,2019
ResNet,44,2,2019
ResNet,63,0,2019
ResNet,38,11,2019
ResNet,58,22,2019
ResNet,69,214,2019
ResNet,66,0,2019
ResNet,35,28,2019
ResNet,25,10,2019
ResNet,13,4,2019
ResNet,31,21,2019
ResNet,20,0,2019
ResNet,41,3,2019
ResNet,23,0,2019
ResNet,30,2,2019
ResNet,24,2,2019
ResNet,30,1,2019
ResNet,21,0,2019
ResNet,26,2,2019
ResNet,61,1,2019
ResNet,36,0,2019
ResNet,17,1,2019
ResNet,18,0,2019
ResNet,13,1,2019
ResNet,15,0,2019
ResNet,25,0,2019
ResNet,6,0,2019
ResNet,5,0,2019
ResNet,60,152,2019
ResNet,34,64,2019
ResNet,26,1,2019
ResNet,49,76,2019
ResNet,56,114,2019
ResNet,37,12,2019
ResNet,36,8,2019
ResNet,41,11,2019
ResNet,27,34,2019
ResNet,39,5,2019
ResNet,34,12,2019
ResNet,51,3192,2019
ResNet,63,144,2019
ResNet,21,5,2019
ResNet,38,4,2019
ResNet,45,4,2019
ResNet,30,23,2019
ResNet,27,15,2019
ResNet,18,5,2019
ResNet,24,17,2019
ResNet,18,2,2019
ResNet,23,0,2019
ResNet,36,8,2019
ResNet,24,0,2019
ResNet,19,6,2019
ResNet,25,1,2019
ResNet,11,2,2019
ResNet,17,5,2019
ResNet,21,12,2019
ResNet,28,0,2019
ResNet,22,1,2019
ResNet,27,4,2019
ResNet,30,0,2019
ResNet,11,0,2019
ResNet,5,1,2019
ResNet,14,1,2019
ResNet,20,1,2019
ResNet,11,1,2019
ResNet,11,1,2019
ResNet,10,8,2019
ResNet,35,1,2019
ResNet,16,0,2019
ResNet,16,1,2019
ResNet,29,0,2019
ResNet,35,22,2019
ResNet,26,9,2019
ResNet,15,2,2019
ResNet,20,10,2019
ResNet,30,4,2019
ResNet,48,2,2019
ResNet,24,67,2019
ResNet,24,19,2019
ResNet,10,1,2019
ResNet,41,0,2019
ResNet,38,33,2019
ResNet,11,0,2019
ResNet,46,14,2019
ResNet,70,552,2019
ResNet,29,61,2019
ResNet,24,29,2019
ResNet,37,25,2019
ResNet,26,5,2019
ResNet,46,11,2019
ResNet,63,24,2019
ResNet,45,9,2019
ResNet,45,5,2019
ResNet,44,17,2019
ResNet,47,65,2019
ResNet,30,49,2019
ResNet,30,118,2019
ResNet,43,33,2019
ResNet,35,12,2019
ResNet,57,85,2019
ResNet,51,33,2019
ResNet,59,13,2019
ResNet,47,5,2019
ResNet,44,96,2019
ResNet,43,79,2019
ResNet,38,35,2019
ResNet,34,21,2019
ResNet,37,6,2019
ResNet,62,21,2019
ResNet,30,73,2019
ResNet,58,10,2019
ResNet,42,14,2019
ResNet,38,58,2019
ResNet,47,4,2019
ResNet,29,17,2019
ResNet,26,20,2019
ResNet,40,8,2019
ResNet,65,65,2019
ResNet,29,24,2019
ResNet,18,7,2019
ResNet,54,9,2019
ResNet,17,8,2019
ResNet,33,53,2019
ResNet,22,2,2019
ResNet,60,27,2019
ResNet,41,75,2019
ResNet,16,4,2019
ResNet,41,27,2019
ResNet,43,11,2019
ResNet,47,4,2019
ResNet,46,15,2019
ResNet,62,40,2019
ResNet,30,25,2019
ResNet,32,7,2019
ResNet,35,9,2019
ResNet,29,26,2019
ResNet,17,146,2019
ResNet,49,3,2019
ResNet,64,15,2019
ResNet,40,48,2019
ResNet,36,33,2019
ResNet,61,30,2019
ResNet,37,39,2019
ResNet,20,19,2019
ResNet,72,30,2019
ResNet,73,67,2019
ResNet,25,142,2019
ResNet,44,1,2019
ResNet,52,57,2019
ResNet,17,4,2019
ResNet,36,41,2019
ResNet,35,2,2019
ResNet,74,11,2019
ResNet,25,6,2019
ResNet,53,46,2019
ResNet,25,2,2019
ResNet,28,53,2019
ResNet,75,5,2019
ResNet,27,28,2019
ResNet,31,6,2019
ResNet,27,5,2019
ResNet,26,15,2019
ResNet,65,5,2019
ResNet,23,22,2019
ResNet,23,3,2019
ResNet,57,5,2019
ResNet,43,6,2019
ResNet,21,21,2019
ResNet,46,4,2019
ResNet,55,52,2019
ResNet,41,30,2019
ResNet,0,0,2019
ResNet,0,0,2019
ResNet,0,0,2019
ResNet,33,70,2019
ResNet,15,13,2019
ResNet,27,272,2019
ResNet,13,24,2019
ResNet,66,13,2019
ResNet,25,13,2019
ResNet,58,9,2019
ResNet,42,409,2019
ResNet,44,43,2019
ResNet,45,8,2019
ResNet,20,8,2019
ResNet,50,19,2019
ResNet,39,229,2019
ResNet,21,6,2019
ResNet,38,1,2019
ResNet,19,7,2019
ResNet,15,4,2019
ResNet,46,27,2019
ResNet,61,22,2019
ResNet,60,86,2019
ResNet,51,6,2019
ResNet,27,5,2019
ResNet,38,36,2019
ResNet,48,3,2019
ResNet,41,3,2019
ResNet,43,66,2019
ResNet,8,21,2019
ResNet,50,20,2019
ResNet,102,16,2019
ResNet,30,23,2019
ResNet,44,27,2019
ResNet,44,24,2019
ResNet,53,4,2019
ResNet,41,11,2019
ResNet,50,9,2019
ResNet,29,85,2019
ResNet,47,27,2019
ResNet,28,5,2019
ResNet,17,34,2019
ResNet,51,83,2019
ResNet,39,17,2019
ResNet,37,40,2019
ResNet,15,1,2019
ResNet,33,28,2019
ResNet,20,27,2019
ResNet,34,3,2019
ResNet,52,4,2019
ResNet,57,26,2019
ResNet,10,1,2019
ResNet,17,16,2019
ResNet,40,58,2019
ResNet,44,63,2019
ResNet,29,87,2019
ResNet,17,46,2019
ResNet,13,5,2019
ResNet,30,7,2019
ResNet,36,21,2019
ResNet,64,178,2019
ResNet,43,8,2019
ResNet,24,2,2019
ResNet,31,1,2019
ResNet,22,13,2019
ResNet,18,1,2019
ResNet,44,32,2020
ResNet,26,16,2020
ResNet,28,9,2019
ResNet,74,75,2019
ResNet,58,22,2019
ResNet,38,10,2019
ResNet,17,3,2019
ResNet,37,5,2019
ResNet,26,11,2019
ResNet,32,0,2019
ResNet,26,0,2019
ResNet,50,0,2019
ResNet,60,28,2019
ResNet,44,16,2019
ResNet,41,5,2019
ResNet,19,3,2019
ResNet,28,15,2019
ResNet,26,19,2019
ResNet,35,50,2019
ResNet,23,31,2019
ResNet,37,4,2019
ResNet,34,3,2019
ResNet,36,40,2019
ResNet,36,38,2019
ResNet,36,32,2019
ResNet,46,6,2019
ResNet,22,11,2019
ResNet,11,9,2019
ResNet,39,2,2019
ResNet,41,62,2019
ResNet,47,4,2019
ResNet,26,105,2019
ResNet,24,2,2019
ResNet,49,13,2019
ResNet,28,7,2019
ResNet,42,9,2019
ResNet,24,26,2019
ResNet,8,2,2019
ResNet,50,21,2019
ResNet,80,48,2019
ResNet,42,70,2019
ResNet,44,24,2019
ResNet,34,2,2019
ResNet,55,21,2019
ResNet,13,1,2019
ResNet,30,8,2019
ResNet,58,32,2019
ResNet,52,52,2019
ResNet,55,15,2019
ResNet,24,15,2019
ResNet,31,1,2019
ResNet,15,27,2019
ResNet,15,4,2019
ResNet,75,9,2019
ResNet,94,112,2019
ResNet,79,566,2019
ResNet,43,15,2019
ResNet,37,5,2019
ResNet,40,3,2019
ResNet,51,1,2019
ResNet,33,3,2019
ResNet,45,4,2019
ResNet,49,13,2019
ResNet,34,13,2019
ResNet,40,66,2019
ResNet,49,23,2019
ResNet,66,41,2019
ResNet,29,17,2019
ResNet,65,10,2019
ResNet,59,30,2019
ResNet,50,0,2019
ResNet,56,42,2019
ResNet,23,11,2019
ResNet,80,69,2020
ResNet,6,0,2019
ResNet,16,16,2019
ResNet,57,3,2021
ResNet,54,70,2019
ResNet,6,6,2019
ResNet,61,49,2020
ResNet,10,13,2019
ResNet,72,6,2019
ResNet,74,15,2019
ResNet,27,1,2019
ResNet,32,5,2019
ResNet,21,11,2019
ResNet,50,0,2019
ResNet,56,1,2019
ResNet,43,37,2019
ResNet,52,12,2019
ResNet,26,1,2019
ResNet,50,21,2019
ResNet,45,7,2019
ResNet,52,10,2019
ResNet,22,5,2019
ResNet,45,3,2019
ResNet,33,11,2019
ResNet,45,4,2019
ResNet,39,89,2019
ResNet,40,18,2019
ResNet,34,8,2019
ResNet,32,35,2019
ResNet,49,11,2019
ResNet,54,32,2019
ResNet,56,9,2019
ResNet,26,26,2019
ResNet,59,11,2019
ResNet,45,14,2020
ResNet,35,15,2019
ResNet,48,55,2020
ResNet,17,15,2019
ResNet,27,44,2019
ResNet,30,37,2019
ResNet,46,37,2019
ResNet,42,9,2019
ResNet,47,9,2019
ResNet,39,2,2020
ResNet,28,2,2019
ResNet,33,10,2020
ResNet,59,5,2019
ResNet,31,7,2019
ResNet,51,22,2020
ResNet,31,8,2020
ResNet,28,31,2019
ResNet,36,14,2019
ResNet,36,12,2020
ResNet,57,3,2020
ResNet,24,29,2019
ResNet,41,13,2019
ResNet,102,4,2019
ResNet,30,40,2019
ResNet,59,86,2019
ResNet,36,5,2019
ResNet,90,23,2019
ResNet,25,1,2019
ResNet,43,11,2019
ResNet,24,28,2019
ResNet,29,6,2019
ResNet,44,2,2019
ResNet,40,8,2019
ResNet,56,6,2019
ResNet,30,2,2019
ResNet,41,40,2019
ResNet,44,2,2019
ResNet,34,22,2019
ResNet,40,41,2019
ResNet,55,10,2019
ResNet,38,22,2019
ResNet,43,33,2019
ResNet,42,7,2019
ResNet,16,53,2019
ResNet,32,8,2019
ResNet,51,75,2019
ResNet,25,47,2019
ResNet,61,17,2019
ResNet,41,27,2019
ResNet,33,6,2021
ResNet,48,73,2019
ResNet,21,35,2019
ResNet,18,16,2019
ResNet,39,13,2019
ResNet,37,4,2019
ResNet,56,6,2019
ResNet,40,11,2019
ResNet,57,12,2019
ResNet,43,21,2019
ResNet,48,16,2019
ResNet,46,3,2019
ResNet,56,23,2020
ResNet,15,8,2020
ResNet,41,18,2020
ResNet,56,70,2019
ResNet,42,13,2019
ResNet,135,135,2020
ResNet,49,6,2022
ResNet,29,1,2020
ResNet,28,0,2020
ResNet,10,2,2020
ResNet,13,0,2020
ResNet,18,7,2020
ResNet,44,1,2020
ResNet,22,1,2020
ResNet,48,0,2020
ResNet,30,10,2020
ResNet,24,0,2020
ResNet,59,0,2020
ResNet,19,3,2020
ResNet,30,4,2020
ResNet,31,2,2020
ResNet,18,0,2020
ResNet,61,1137,2020
ResNet,28,1,2020
ResNet,24,2,2020
ResNet,44,3,2020
ResNet,12,3,2020
ResNet,22,0,2020
ResNet,17,0,2020
ResNet,14,0,2020
ResNet,25,0,2020
ResNet,31,0,2020
ResNet,14,0,2020
ResNet,17,3,2020
ResNet,19,1,2020
ResNet,22,4,2020
ResNet,19,0,2020
ResNet,13,0,2020
ResNet,0,0,2020
ResNet,9,0,2020
ResNet,9,0,2020
ResNet,20,0,2020
ResNet,23,3,2020
ResNet,9,3,2020
ResNet,17,0,2020
ResNet,31,8,2020
ResNet,16,0,2020
ResNet,28,0,2020
ResNet,36,0,2020
ResNet,32,1,2020
ResNet,25,3,2020
ResNet,32,0,2020
ResNet,21,3,2020
ResNet,25,2,2020
ResNet,75,141,2020
ResNet,32,4,2020
ResNet,46,18,2020
ResNet,37,2,2020
ResNet,53,28,2020
ResNet,33,15,2020
ResNet,30,4,2020
ResNet,11,0,2020
ResNet,22,2,2020
ResNet,16,0,2020
ResNet,18,0,2020
ResNet,15,0,2020
ResNet,9,1,2020
ResNet,10,0,2020
ResNet,25,0,2020
ResNet,14,2,2020
ResNet,14,1,2020
ResNet,18,0,2020
ResNet,11,0,2020
ResNet,41,0,2020
ResNet,35,0,2020
ResNet,29,4,2020
ResNet,26,2,2020
ResNet,18,2,2020
ResNet,19,3,2020
ResNet,36,2,2020
ResNet,23,0,2020
ResNet,16,21,2020
ResNet,5,0,2020
ResNet,15,0,2020
ResNet,11,0,2020
ResNet,15,0,2020
ResNet,13,0,2020
ResNet,30,0,2020
ResNet,36,0,2020
ResNet,22,1,2020
ResNet,19,0,2020
ResNet,28,0,2020
ResNet,43,0,2020
ResNet,44,1,2020
ResNet,23,0,2020
ResNet,28,2,2020
ResNet,18,1,2020
ResNet,13,0,2020
ResNet,19,7,2020
ResNet,23,2,2020
ResNet,26,2,2020
ResNet,23,5,2020
ResNet,21,1,2020
ResNet,17,0,2020
ResNet,16,1,2020
ResNet,10,0,2020
ResNet,16,3,2020
ResNet,32,2,2020
ResNet,9,0,2020
ResNet,9,1,2020
ResNet,14,2,2020
ResNet,10,0,2020
ResNet,6,2,2020
ResNet,12,0,2020
ResNet,15,0,2020
ResNet,14,2,2020
ResNet,14,3,2020
ResNet,20,0,2020
ResNet,10,1,2020
ResNet,29,7,2020
ResNet,42,118,2020
ResNet,30,62,2020
ResNet,32,6,2020
ResNet,30,8,2020
ResNet,28,12,2020
ResNet,5,0,2020
ResNet,10,0,2020
ResNet,14,2,2020
ResNet,16,1,2020
ResNet,14,3,2020
ResNet,34,8,2020
ResNet,26,1,2020
ResNet,17,0,2020
ResNet,27,0,2020
ResNet,35,2,2020
ResNet,7,0,2020
ResNet,22,0,2020
ResNet,20,0,2020
ResNet,30,0,2020
ResNet,32,6,2020
ResNet,20,0,2020
ResNet,23,0,2020
ResNet,26,10,2020
ResNet,41,15,2020
ResNet,57,8,2020
ResNet,30,7,2020
ResNet,40,2,2020
ResNet,37,0,2020
ResNet,31,5,2020
ResNet,42,15,2020
ResNet,28,13,2020
ResNet,37,85,2020
ResNet,27,1,2020
ResNet,30,10,2020
ResNet,27,0,2020
ResNet,36,0,2020
ResNet,23,1,2020
ResNet,29,1,2020
ResNet,20,2,2020
ResNet,32,0,2020
ResNet,37,2,2020
ResNet,13,5,2020
ResNet,15,2,2020
ResNet,72,31,2020
ResNet,10,0,2020
ResNet,17,1,2020
ResNet,23,0,2020
ResNet,7,0,2020
ResNet,16,0,2020
ResNet,16,0,2020
ResNet,36,1,2020
ResNet,43,1,2020
ResNet,40,1,2020
ResNet,26,0,2020
ResNet,30,1,2020
ResNet,26,0,2020
ResNet,23,6,2020
ResNet,8,0,2020
ResNet,21,0,2020
ResNet,20,1,2020
ResNet,47,0,2020
ResNet,18,0,2020
ResNet,30,0,2020
ResNet,8,0,2020
ResNet,20,0,2020
ResNet,26,2,2020
ResNet,14,0,2020
ResNet,24,0,2020
ResNet,15,0,2020
ResNet,17,2,2020
ResNet,9,0,2020
ResNet,12,0,2020
ResNet,13,5,2020
ResNet,13,2,2020
ResNet,8,3,2020
ResNet,14,10,2020
ResNet,13,0,2020
ResNet,11,11,2020
ResNet,40,2,2020
ResNet,16,0,2020
ResNet,18,3,2020
ResNet,18,1,2020
ResNet,8,0,2020
ResNet,19,0,2020
ResNet,20,0,2020
ResNet,12,0,2020
ResNet,17,6,2020
ResNet,13,0,2020
ResNet,15,2,2020
ResNet,15,3,2020
ResNet,44,0,2020
ResNet,18,0,2020
ResNet,14,6,2020
ResNet,19,1,2020
ResNet,12,0,2020
ResNet,14,0,2020
ResNet,8,0,2020
ResNet,18,0,2020
ResNet,31,7,2020
ResNet,15,10,2020
ResNet,17,0,2020
ResNet,26,6,2020
ResNet,55,1,2020
ResNet,37,13,2020
ResNet,20,3,2020
ResNet,13,0,2020
ResNet,22,2,2020
ResNet,21,0,2020
ResNet,27,1,2020
ResNet,18,0,2020
ResNet,23,0,2020
ResNet,13,0,2020
ResNet,12,0,2020
ResNet,28,0,2020
ResNet,24,1,2020
ResNet,18,0,2020
ResNet,35,0,2020
ResNet,18,4,2020
ResNet,31,1,2020
ResNet,43,0,2020
ResNet,32,1,2020
ResNet,16,1,2020
ResNet,39,1,2020
ResNet,31,3,2020
ResNet,30,1,2020
ResNet,12,1,2020
ResNet,23,2,2020
ResNet,15,1,2020
ResNet,9,1,2020
ResNet,36,2,2020
ResNet,24,0,2020
ResNet,22,0,2020
ResNet,25,0,2020
ResNet,21,2,2020
ResNet,25,2,2020
ResNet,22,1,2020
ResNet,18,2,2020
ResNet,13,0,2020
ResNet,19,2,2020
ResNet,24,1,2020
ResNet,21,0,2020
ResNet,16,0,2020
ResNet,11,2,2020
ResNet,33,0,2020
ResNet,13,1,2020
ResNet,12,2,2020
ResNet,11,2,2020
ResNet,13,0,2020
ResNet,31,1,2020
ResNet,15,0,2020
ResNet,45,0,2020
ResNet,20,1,2020
ResNet,16,1,2020
ResNet,22,0,2020
ResNet,23,5,2020
ResNet,40,1,2020
ResNet,1,2,2020
ResNet,7,0,2020
ResNet,23,1,2020
ResNet,24,2,2020
ResNet,25,0,2020
ResNet,20,0,2020
ResNet,17,0,2020
ResNet,17,1,2020
ResNet,30,0,2020
ResNet,3,0,2020
ResNet,7,0,2020
ResNet,15,0,2020
ResNet,62,1,2020
ResNet,36,2,2020
ResNet,23,0,2020
ResNet,53,20,2020
ResNet,10,0,2020
ResNet,21,0,2020
ResNet,22,0,2020
ResNet,19,5,2020
ResNet,7,0,2020
ResNet,12,1,2020
ResNet,5,0,2020
ResNet,14,0,2020
ResNet,9,4,2020
ResNet,14,2,2020
ResNet,18,0,2020
ResNet,30,0,2020
ResNet,23,1,2020
ResNet,27,7,2020
ResNet,20,2,2020
ResNet,32,1,2020
ResNet,12,1,2020
ResNet,21,0,2020
ResNet,17,0,2020
ResNet,12,0,2020
ResNet,16,0,2020
ResNet,22,0,2020
ResNet,14,0,2020
ResNet,24,6,2020
ResNet,98,10,2020
ResNet,26,0,2020
ResNet,10,0,2020
ResNet,24,4,2020
ResNet,24,6,2020
ResNet,13,7,2020
ResNet,25,0,2020
ResNet,19,1,2020
ResNet,20,0,2020
ResNet,22,1,2020
ResNet,15,0,2020
ResNet,19,0,2020
ResNet,21,0,2020
ResNet,15,0,2020
ResNet,15,4,2020
ResNet,21,0,2020
ResNet,35,2,2020
ResNet,24,10,2020
ResNet,20,2,2020
ResNet,10,2,2020
ResNet,30,0,2020
ResNet,20,5,2020
ResNet,18,2,2020
ResNet,11,0,2020
ResNet,30,0,2020
ResNet,30,3,2020
ResNet,52,0,2020
ResNet,42,0,2020
ResNet,28,0,2020
ResNet,28,0,2020
ResNet,31,0,2020
ResNet,37,0,2020
ResNet,28,0,2020
ResNet,20,2,2020
ResNet,45,2,2020
ResNet,43,0,2020
ResNet,25,0,2020
ResNet,29,1,2020
ResNet,43,0,2020
ResNet,23,3,2020
ResNet,13,13,2020
ResNet,5,0,2020
ResNet,12,6,2020
ResNet,17,3,2020
ResNet,16,2,2020
ResNet,18,14,2020
ResNet,16,6,2020
ResNet,17,3,2020
ResNet,19,4,2020
ResNet,17,8,2020
ResNet,14,0,2020
ResNet,14,7,2020
ResNet,50,20,2020
ResNet,29,7,2020
ResNet,39,89,2020
ResNet,38,43,2020
ResNet,37,153,2020
ResNet,37,30,2020
ResNet,41,54,2020
ResNet,58,59,2020
ResNet,39,26,2020
ResNet,82,13,2020
ResNet,59,48,2020
ResNet,29,4,2020
ResNet,21,2,2020
ResNet,10,0,2020
ResNet,11,0,2020
ResNet,16,0,2020
ResNet,23,10,2020
ResNet,20,5,2020
ResNet,37,0,2020
ResNet,26,2,2020
ResNet,86,6,2020
ResNet,27,6,2020
ResNet,22,1,2020
ResNet,14,4,2020
ResNet,27,2,2020
ResNet,22,3,2020
ResNet,18,2,2020
ResNet,29,1,2020
ResNet,29,8,2020
ResNet,22,9,2020
ResNet,21,7,2020
ResNet,17,0,2020
ResNet,28,1,2020
ResNet,8,0,2020
ResNet,10,1,2020
ResNet,7,0,2020
ResNet,23,2,2020
ResNet,11,1,2020
ResNet,19,1,2020
ResNet,7,0,2020
ResNet,8,2,2020
ResNet,13,7,2020
ResNet,21,0,2020
ResNet,26,2,2020
ResNet,17,1,2020
ResNet,4,1,2020
ResNet,4,1,2020
ResNet,12,2,2020
ResNet,13,0,2020
ResNet,19,1,2020
ResNet,23,0,2020
ResNet,19,0,2020
ResNet,17,2,2020
ResNet,13,8,2020
ResNet,17,6,2020
ResNet,22,0,2020
ResNet,40,0,2020
ResNet,18,0,2020
ResNet,16,0,2020
ResNet,19,0,2020
ResNet,20,0,2020
ResNet,14,6,2020
ResNet,14,0,2020
ResNet,53,19,2020
ResNet,33,3,2020
ResNet,22,8,2020
ResNet,22,3,2020
ResNet,17,1,2020
ResNet,19,0,2020
ResNet,22,0,2020
ResNet,22,1,2020
ResNet,19,0,2020
ResNet,23,4,2020
ResNet,9,0,2020
ResNet,9,1,2020
ResNet,33,6,2020
ResNet,15,0,2020
ResNet,35,3,2020
ResNet,33,1,2020
ResNet,39,5,2020
